01507db5dba34b2,0hmynash,109Verma,18_Nialler,1andonlyjose,1d2411a277b1437,1Dupdategirls,1edson,1mTheBat,1stBloodHeroV2,209twitch,21stCTeaching,23_Laly_,247softwaredeal,28_10_1928,29Prime,364Ladybug,4chanco,4f80045d43754d5,4MonsterFactory,4nia_JiYoonitt,4Wisewoman,5Dollartravel,5H5SOSJANOSKIAN,5h_123,6Kinohelden,7186rajkumar,71NateTheGreat,7harip,7reales,8niranjan,94jdrws,AAClothin,AapAadmi,AAPlogical,AAquariel,aasimzkhan,abcd12342712,AbdullahBannay,AbevsGaming,abe_kate,abhishek94nanu,abidiott,abigail_beach,abyfaizurah,AChase75,ACKTUP,ADAMASLSM,AdamDiane2,AdamHartmann28,Adaoz_Artz,addliberator,adeeyasrah,adele_kisser,ademakeup,Adindararas_,AdlaiTrozado,adnanmanzoor,adorable_gomez1,adoringo2l,AdrianHaig,Adumb82,Affiliates4,AFrugalJew,afzaalgohar,AgijaPallo,agungimam88,AgusCammarota,Ahars,ahenze85,ahoy_hoya,aicnews,aidanazalisya,Aiimee_Louiise,aiLis_pixie,aiman_arief,Aim_Crz92,ajonesihs,akidnamedq,akmalhadif,AkposWarriboy,Akschandan95,Alanhzio,AlanMechem,Albertolopper,AlcarazCesca,aldair010garcia,alectoselli,alefjewelry,AlexSexosodf,alex_carts,alex_shaikh,ali68asif,AliaaAifaa,AliaaRj,Aliciasalterz,All4NeutralNet,allaboutyt,allanKepha,allcameralenses
0.0,7.32017230593,3.70370529987,4.83555302855,2.73614711233,7.99394891713,2.82001295756,3.01244669685,2.91714592317,2.81166629498,2.78023453721,2.86730936511,2.88994110683,3.28311304516,3.22873700194,3.45247195389,3.61817316355,3.41496204557,3.71642419701,3.12644909582,3.07959820721,3.78928078592,3.39150841345,2.68703612165,2.88394758034,4.6335233281,3.0401809083,2.80733184574,2.80357331718,3.18095813182,3.35940256577,3.16314932931,3.14484973573,2.92338562137,4.09200014652,3.68140757797,3.14444620279,3.05670957108,3.31865080761,2.61263288168,2.8929553431,3.19098484675,3.66993879524,2.67713323874,3.32403520565,3.12610826921,2.97173729402,3.27620510863,3.23193393432,5.49742447211,3.32624247841,3.66146342392,3.34652229243,5.07420726289,3.10270217551,4.00941623707,2.91137155005,3.12403769834,2.77786072624,2.79054950265,2.86149775165,2.7489743971,2.91217659947,2.67770115738,3.36493727869,3.24064347705,3.55207400929,3.74457331148,2.94669495733,3.28831298892,3.45232687225,3.18393988207,3.50208469667,3.39657109761,2.80102394314,3.31794742355,3.08475345099,3.24655583749,2.90061763573,3.3083925884,3.05824061912,3.86204639884,3.32189743296,3.9357015483,4.28653566765,3.06371163923,3.33685336868,3.25734855098,3.39902786264,3.48343867618,3.62863993145,2.84391012759,3.35548187545,3.54542091604,3.2851855684,2.71983099854,3.46702482654,3.2953725864,2.85175062443,3.25218046012
7.32017230593,0.0,7.8110089822,6.71837404118,6.39452215387,11.9805248451,6.13135191601,6.23911518537,6.29337940959,6.03105149695,6.04777217895,6.33277927608,6.35015611938,11.5303624687,6.59640033655,11.9227758049,11.5449287607,7.17940575671,11.1398617726,4.10780170795,6.93741671709,12.8364702587,4.87234753495,5.95854856862,6.28725572781,13.7333013472,6.54666224583,6.04854950519,6.49391813297,4.38540601165,3.83783096799,4.49218114938,6.11982542694,11.3912042957,13.2550456187,11.6234107232,11.7684300394,11.4992338221,7.16364883961,5.89657226356,10.9900252428,7.05247220111,11.8304844837,3.53744066066,7.23377672445,11.1554619982,6.24544291489,11.678822097,12.0672150756,11.8968540787,7.27356508824,7.78638276271,12.2537066546,12.5184811804,11.6690952686,12.3409881422,6.58190448217,11.8320261676,3.98285290694,3.6633603007,10.9750546872,3.53695839212,6.25168585833,5.81319027667,11.5602522463,11.4186715806,7.51988687292,11.3703690848,6.25466206107,7.2336622839,7.32934328213,11.7146776234,7.4520034275,12.3681207421,5.96721052263,12.0579273789,6.90009612577,4.41658251545,4.05864171213,12.0446428157,11.7438072258,7.9812708968,7.29030189114,8.02917459922,13.235516249,11.4233640496,11.5037683031,12.1439546544,6.95475320851,7.12907741876,7.46327303903,10.943289381,12.1503102306,7.37569933999,7.12161925427,10.9334932043,11.5615895661,10.8216420154,6.55710776744,11.3753491971
3.70370529987,7.8110089822,0.0,6.16302001065,3.19797523145,5.92234843968,3.26672356221,3.48112534186,3.39953937801,3.34784207966,3.2310907429,3.38748335055,3.32131409401,3.60847825388,3.79310164886,4.08624855675,3.95643975483,3.75925779329,3.94378682092,3.59416546539,3.4852374892,4.09064675871,3.77308958804,3.20344862907,3.35684874088,4.92412004333,3.65921026314,3.27999997349,3.36642788239,3.56712608776,3.56007795649,3.52815155644,3.68428171565,3.4634437292,4.44772974975,4.54840892738,3.55339024689,3.61027251319,3.68492341009,3.18104825514,3.26069624768,3.71685415079,3.77814316022,3.20104048237,3.69546908872,3.50036377139,3.43251626254,3.50652537006,3.64840601554,4.71039796631,3.68370665185,3.98489669518,3.71680476179,5.01107418867,3.47294110506,3.97557131434,3.33847502522,3.60442146015,3.22946788804,3.2704896826,3.3477472779,3.22084199399,3.39823641338,3.16395650761,3.78212177592,3.471672222,3.8967390281,3.69860691826,3.43473002087,3.68086642259,3.80917878351,3.76971941045,3.8388753282,3.73997978685,3.2632294025,3.6150340852,3.45543165148,3.6824534839,3.32958168245,3.65577650611,3.56109417268,4.19011474836,3.73551130251,4.21068879774,4.42844886245,3.39786512068,3.65659828575,3.6074743127,3.73068846754,3.76947270598,4.00595693133,3.25552192562,3.65075352408,3.88232397647,3.63370228198,3.21421098496,4.05559694823,3.81701808195,3.32745000805,3.67260011411
4.83555302855,6.71837404118,6.16302001065,0.0,3.64954896064,13.001579657,3.08073792401,3.90763590215,3.85290069488,3.6506846355,3.27633547302,3.81349596517,4.1258277939,12.5095293084,7.35190507631,12.784412507,12.5515003496,4.83959810018,12.2606839803,3.62748960332,5.43041320527,5.39488181017,4.47710062403,3.19919500787,3.16240260465,6.88916931635,3.96238769907,3.3199204838,3.74138959455,4.45119922111,4.70997908974,4.65621873262,4.61228755307,3.85405256854,6.4788023565,12.5912840839,7.69881592251,7.50174501131,5.62783466778,4.39941858731,4.47176460488,4.4556932163,7.97576364414,3.63938261936,4.4317633042,4.72769791714,4.69798175043,7.63925883982,8.01902834079,12.7110999452,5.63515657223,4.85775840617,4.84034244424,13.5110661587,3.84305086234,5.73944786281,3.83008075103,5.25183873462,3.28810315803,3.28693052889,11.9383312574,3.24856149752,3.86738270538,2.90817701385,7.41894084648,7.48439500231,5.80928003929,4.71787069055,3.8697692931,4.38494065583,4.51683396314,12.711743318,5.74613678304,4.46772817677,3.30371211122,8.00479857216,4.54253574126,4.44707229453,4.19171984761,4.69941018659,7.66141679249,5.41650141069,8.18286655289,5.10017277664,5.63696816183,4.90159975708,7.25707269796,8.09270713381,4.50651721673,5.61574542157,13.2879751803,12.0329748633,4.78144380719,5.72517548568,4.38088418744,6.95321386877,7.29005402772,11.8886034245,3.4808887782,12.2790864879
2.73614711233,6.39452215387,3.19797523145,3.64954896064,0.0,4.06771283325,1.95173151497,2.16462833736,2.11587654758,1.97670479092,1.90018075324,2.12315200503,2.10712124114,2.73791705879,2.61876605214,3.01006159906,4.54981166071,2.7521949581,2.50262136229,2.38925644732,2.43739006609,3.31441679105,2.81546487711,1.80234593884,2.07231864402,4.23721665122,2.41456523028,1.90098299325,2.1353076047,2.43697309227,2.56133558328,2.46912753586,2.35821680758,2.19769043153,3.64788379665,4.61558291663,2.39336285284,2.78089029868,2.83476760611,1.80186603282,1.94289389962,2.60755964133,2.77891708342,1.84413919088,2.67152637097,2.18718449055,2.1023880564,2.36288872871,2.82447604094,7.32213388372,2.68127012738,3.1517784546,2.71385970843,5.39193072885,2.3233285871,3.03847445506,2.11710874302,2.46299998084,2.01494055481,1.95191190262,2.22032267936,1.86626815846,2.15800799268,1.75334665011,2.74207274839,2.31624239221,2.97060359448,3.08337133071,2.15531124594,2.69446120192,2.779625953,2.71539847981,2.98788501394,2.78606589397,1.88525428703,2.60598290037,2.39151615778,2.54508937407,2.11332610312,2.70603383549,2.4161690669,3.41625081245,2.86420707328,3.41341973381,3.81762982903,2.09893943252,2.70109544544,2.6188394486,2.68894229662,2.77738887953,3.28111526753,2.00304876202,2.76580258637,2.90652146631,2.58799720316,1.93799835362,3.50589987241,2.62622918888,2.12384582309,2.64567575601
7.99394891713,11.9805248451,5.92234843968,13.001579657,4.06771283325,0.0,12.5029325034,7.54886884211,4.28206651545,3.60607254926,7.41197405676,3.60291199456,12.3473322459,4.89288786437,5.298132439,5.32294007371,2.7321857498,4.53759086021,12.1814920127,3.88075458853,12.6913037052,8.4440571681,4.06927043477,12.3342991992,7.62346499387,9.19066205948,7.79561846935,7.4402727553,4.87776581831,7.82188432397,7.64746685349,7.78162146006,7.45716110291,12.7001085127,8.85514959081,3.06589553493,7.74303666533,12.4358811792,12.9422378588,7.24079535765,12.3385106414,12.9086467839,7.65084249339,4.8939728736,8.02400668186,7.46806606314,4.23468314349,5.13109744562,5.29682043858,12.7840286126,4.03396119918,5.07112576488,4.64239035419,3.39520476198,7.60392823959,13.0891511323,7.5931544357,7.74458984488,12.4637308554,4.16634317177,7.3423121954,4.90899783101,7.5300480545,4.77180711044,5.31643782701,7.36261923145,5.71965425292,12.7112686946,3.58463908799,5.42724869451,13.1019692215,12.6147173831,4.79826667564,4.76947259754,7.36750408197,5.33419955725,4.35450955375,7.83220733177,4.20907665294,12.8449444972,5.16707052727,13.5851389547,5.44009091699,4.62796328454,6.29011055405,4.91084962558,7.78977925583,12.8897608379,4.47317240956,7.8558901873,5.64559936787,4.81791721847,12.9115576512,5.63095132106,7.94150546979,3.92910368684,12.8407458794,7.1863657491,4.97473279081,4.32548413077
2.82001295756,6.13135191601,3.26672356221,3.08073792401,1.95173151497,12.5029325034,0.0,1.80979879935,1.74778148208,1.70609330584,1.60768030933,1.78808857443,2.10447094273,3.69787092749,2.22886694728,2.68197437615,3.28670446884,2.78881163552,2.25638243739,2.01597190237,2.50678427765,3.35055849128,2.84283271465,1.50629093313,1.71999113851,4.246783325,2.07657340515,1.59263190161,2.12254269297,2.38039318017,2.12338018566,2.55014487653,2.08043525124,1.86531632201,3.68763725186,2.92567132827,2.32903918359,2.25252016985,2.76361961756,1.49424733059,1.63644742032,2.57248033634,2.96832647357,1.5548231942,2.70810042126,1.91362910137,1.78431310145,2.27967761329,2.75076850043,7.28448366346,2.73817898139,3.25704656484,2.79363309601,3.86046432613,2.3188247143,3.1567774641,2.09457664936,2.39568955311,2.00852740138,1.636792249,1.77418372479,1.55102278749,1.7872880215,1.46195115359,2.37131238618,2.37384549188,3.04537999879,2.57064682925,1.80457474554,2.75856932777,2.81057844844,2.62038228597,3.01393314639,2.77596438254,1.57093339534,2.76337127038,2.53236950125,2.43033401359,2.1014639255,2.70972826084,2.33445366886,3.48581798261,2.85807335768,3.44677281282,3.84788916103,2.15405163063,2.71710644836,2.67743692636,2.63354942443,2.85380063326,3.12422082001,1.64568604313,2.7716599886,2.94707701909,2.6198094952,1.61527616919,2.9310628762,2.33813981888,2.13833524575,2.59553550413
3.01244669685,6.23911518537,3.48112534186,3.90763590215,2.16462833736,7.54886884211,1.80979879935,0.0,1.95887658008,1.77183261223,1.70158540768,1.99173957066,2.14653379413,3.33321555111,2.32753278938,3.06725683488,3.32189650645,2.90713573088,3.10174167841,2.14609803197,2.85585175088,3.4067717043,2.95743184524,1.71596639451,1.92435295376,4.33398620505,2.36026508007,1.77090823996,2.25699709307,2.44755432168,2.25648618241,2.77589200947,2.13800149316,2.11315175418,3.83633806957,3.79114322183,2.48105968075,2.46626765871,3.01927629605,1.64911878556,1.92737397102,2.82422160127,3.03301419462,1.77825847222,2.85188500568,1.79899125137,1.82361106505,2.70702532923,2.89861263503,4.05302282006,2.93452024596,3.46143230733,2.87212970809,4.32520142813,2.42521703369,3.25006395819,2.23618825931,2.41961001568,2.21066659222,1.81466479163,1.89785068326,1.71364337495,1.88015510969,1.63681626422,2.39189196809,2.25105676833,3.23414755888,3.52311311672,1.85089560135,2.81436518709,2.93978200079,2.51833713534,3.29066496995,2.94067477425,1.61192103409,2.96622186018,2.73137391752,2.49160797377,2.25137529643,2.92571562623,2.38499082723,3.75246336763,3.13556180439,3.54937751599,4.00726528469,2.54718813272,2.48410142915,2.87249407987,2.60286230951,3.07865296272,3.1650868965,1.69053839052,2.92041602873,3.15925850568,2.77083172272,1.6809847128,3.32969922263,2.69695757808,2.26284578853,2.45359031573
2.91714592317,6.29337940959,3.39953937801,3.85290069488,2.11587654758,4.28206651545,1.74778148208,1.95887658008,0.0,1.81639944156,1.72116475418,1.90212801579,2.33214568002,3.14092836528,2.30737480817,2.88743438777,2.98175762541,2.95486528465,2.30862247701,2.09195070476,2.67265063532,3.50171206171,2.9713738184,1.6357019704,1.84437217952,4.35204903159,2.14404330357,1.72751022669,2.26541763837,2.49367779518,2.36801217679,2.76224400882,2.36724184121,2.01417187614,3.77786260782,2.75839368549,2.44127747103,2.51309305437,2.91342860086,1.64367263426,1.86697135311,2.66083996273,3.03835408568,1.68898509925,2.85501916857,2.13709741466,1.89633487034,2.50364340133,2.87003352888,7.38259297338,2.90592989281,3.38017499405,2.93595536956,5.6373901091,2.42388826342,3.44112587485,2.23598766998,2.53564276712,2.172929647,1.77275574989,2.0497194738,1.69637285448,1.89681762594,1.59320998596,2.39234342067,2.45476169461,3.12100607202,2.57064467477,1.91792540911,2.8640084974,2.92647677753,2.69165154042,3.07874162919,2.93826177395,1.70887072403,2.80475973392,2.62852855536,2.52016095434,2.24429059978,2.8014640365,2.49760132094,3.5627506445,2.98872105689,3.57152570549,4.03911164848,2.37983754589,2.34208455485,2.83655281523,2.73106764542,2.93743115949,3.26045758967,1.84305415687,2.88769911258,3.03901570942,2.80949856483,1.7801945275,2.47553033394,3.13536222458,2.25320050734,2.43523742448
2.81166629498,6.03105149695,3.34784207966,3.6506846355,1.97670479092,3.60607254926,1.70609330584,1.77183261223,1.81639944156,0.0,1.59764671615,1.82712381367,2.17255835124,2.60066365373,2.16101829456,2.92623671905,3.15438243036,2.9090206693,2.32524887969,1.9907973127,2.55389133838,3.3696088288,2.88253018722,1.53085872586,1.74706022146,4.24528181947,2.20949046177,1.68205576658,2.23854722326,2.38260594979,2.32874064327,2.64278948527,2.45435408607,1.87191120027,3.86244188808,3.21546059329,2.37737802284,2.48349544409,3.13431981034,1.41490353126,1.79159666729,2.83106280403,3.08603690614,1.5666183344,2.78943421057,1.98969949349,1.75749489261,2.57029787071,2.76661016432,7.15437805118,2.78541101318,3.31771871974,2.88113096438,4.13053735895,2.53141978799,3.20023159778,2.14537575222,2.38889529656,2.04683323385,1.62184478326,1.99179198611,1.58021691221,1.88222641931,1.45870223917,2.24146143396,2.51902517081,3.18475745892,2.52076682221,1.8147313397,2.7173140357,2.8860134591,2.77275321692,3.23944560495,2.82299633587,1.58810611782,2.91059493532,2.54884131933,2.36111236898,2.08039703623,2.86693563974,2.46939971501,3.59420239422,2.85039602256,3.44165258191,3.94584345566,2.30302299548,2.34712464443,2.85636910651,2.80215190467,2.82825912858,3.24064296589,1.72041545923,2.99486663939,3.24312591253,2.72549152653,1.63365658183,4.34090719226,1.91732265164,2.10479989448,2.69199594612
